heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
106.0,97.0,36.2,17.7,90.4,0.0144,No significant risk,0.0192,No significant risk,0.0263,No significant risk,0.0407,No significant risk
85.5,83.3,35.1,19.4,99.0,0.0874,Risk of hypoxia,0.1009,Risk of hypoxia,0.1212,Risk of hypoxia,0.1616,Risk of hypoxia
102.0,97.0,36.3,16.6,141.8,0.0093,Risk of hypertension,0.0109,Risk of hypertension,0.0133,Risk of hypertension,0.0181,Risk of hypertension
95.6,96.1,36.8,16.7,117.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
47.7,82.3,36.8,29.5,94.2,0.1175,Risk of bradycardia,0.1433,Risk of bradycardia,0.1821,Risk of bradycardia,0.2596,Risk of bradycardia
85.0,79.0,38.3,8.6,134.5,0.1169,Risk of hypoxia,0.1362,Risk of hypoxia,0.1651,Risk of hypoxia,0.223,Risk of hypoxia
74.3,98.0,36.7,15.2,111.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
78.2,99.8,37.0,13.2,91.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
100.8,86.3,38.5,15.1,130.1,0.084,Risk of hypoxia,0.0972,Risk of hypoxia,0.1171,Risk of hypoxia,0.1568,Risk of hypoxia
119.0,78.2,33.9,11.9,168.5,0.2629,Risk of hypoxia,0.299,Risk of tachycardia,0.3532,Risk of tachycardia,0.4616,Risk of tachycardia
60.9,99.7,36.3,12.1,101.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.9,99.6,37.1,15.7,110.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.8,92.3,37.8,12.6,97.9,0.0271,No significant risk,0.0312,No significant risk,0.0373,No significant risk,0.0495,Risk of hypoxia
82.0,92.1,35.9,15.3,129.4,0.0193,No significant risk,0.0224,No significant risk,0.0271,No significant risk,0.0366,Risk of hypoxia
76.9,97.8,37.1,14.6,96.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.5,92.7,36.6,10.2,87.2,0.0223,Risk of hypotension,0.0246,Risk of hypotension,0.0281,Risk of hypotension,0.0351,Risk of hypoxia
69.4,97.1,37.0,16.4,111.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
52.6,97.4,38.0,12.5,92.8,0.046,No significant risk,0.0559,Risk of bradycardia,0.0706,Risk of bradycardia,0.1002,Risk of bradycardia
86.4,98.3,37.0,18.0,112.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
94.7,95.1,36.7,19.0,121.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
89.8,96.3,37.1,17.3,129.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.7,92.0,36.9,18.3,148.2,0.0369,Risk of hypertension,0.0399,Risk of hypertension,0.0444,Risk of hypertension,0.0534,Risk of hypoxia
75.6,93.2,35.7,20.8,101.2,0.0183,No significant risk,0.0207,No significant risk,0.0243,No significant risk,0.0317,No significant risk
94.7,94.8,37.7,16.2,103.5,0.0077,No significant risk,0.0086,No significant risk,0.01,No significant risk,0.0128,No significant risk
142.7,78.4,33.2,8.6,103.7,0.2668,Risk of tachycardia,0.3231,Risk of tachycardia,0.4077,Risk of tachycardia,0.5767,Risk of tachycardia
104.8,82.8,39.2,19.1,107.6,0.1393,Risk of hypoxia,0.1621,Risk of hypoxia,0.1965,Risk of hypoxia,0.2652,Risk of hypoxia
141.2,92.7,36.6,28.9,89.2,0.114,Risk of tachycardia,0.1493,Risk of tachycardia,0.2021,Risk of tachycardia,0.3078,Risk of tachycardia
113.9,93.7,37.5,16.9,87.6,0.0484,Risk of hypotension,0.0608,Risk of hypotension,0.0795,Risk of tachycardia,0.1167,Risk of tachycardia
56.1,88.3,33.6,33.5,104.4,0.1147,Risk of hypoxia,0.1304,Risk of hypoxia,0.154,Risk of hypoxia,0.2012,Risk of bradycardia
65.2,99.7,36.9,17.9,115.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
57.2,95.4,36.1,23.7,136.8,0.011,No significant risk,0.0141,No significant risk,0.0186,No significant risk,0.0277,No significant risk
59.8,96.7,35.8,12.7,98.7,0.0057,No significant risk,0.0063,No significant risk,0.0071,No significant risk,0.0088,No significant risk
101.2,93.9,35.7,16.5,133.6,0.0164,No significant risk,0.019,No significant risk,0.0229,No significant risk,0.0308,No significant risk
68.8,99.7,37.1,19.9,130.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
68.5,96.7,36.4,19.7,129.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
58.2,94.1,38.8,10.7,182.6,0.164,Possible fever development,0.172,Possible fever development,0.1839,Possible fever development,0.2077,Possible fever development
63.2,98.3,36.8,12.8,105.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
119.8,90.3,34.5,8.3,102.4,0.1125,Risk of hypoxia,0.136,Risk of tachycardia,0.1713,Risk of tachycardia,0.2419,Risk of tachycardia
69.4,96.0,36.7,14.6,131.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
78.6,95.1,36.6,12.4,138.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
96.3,76.8,37.1,28.0,90.7,0.1,Risk of hypoxia,0.1182,Risk of hypoxia,0.1455,Risk of hypoxia,0.2,Risk of hypoxia
102.9,96.6,37.5,22.3,145.9,0.0222,Risk of hypertension,0.0245,Risk of hypertension,0.0281,Risk of hypertension,0.0352,Risk of hypertension
87.0,96.7,37.2,23.9,85.9,0.0137,Risk of hypotension,0.0137,Risk of hypotension,0.0137,Risk of hypotension,0.0137,Risk of hypotension
68.3,93.6,36.1,19.9,90.5,0.0078,No significant risk,0.0093,No significant risk,0.0114,No significant risk,0.0157,No significant risk
121.7,80.3,34.8,24.2,167.9,0.2348,Risk of hypoxia,0.2693,Risk of tachycardia,0.3211,Risk of tachycardia,0.4247,Risk of tachycardia
141.5,95.3,37.1,32.4,174.1,0.185,Risk of tachycardia,0.2182,Risk of tachycardia,0.268,Risk of tachycardia,0.3677,Risk of tachycardia
36.5,95.3,36.3,29.1,82.2,0.1171,Risk of bradycardia,0.1423,Risk of bradycardia,0.1799,Risk of bradycardia,0.2553,Risk of bradycardia
67.6,93.7,35.8,21.3,85.6,0.0265,Risk of hypotension,0.0282,Risk of hypotension,0.0306,Risk of hypotension,0.0355,Risk of hypotension
61.3,95.5,36.1,13.6,116.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
57.9,93.1,36.1,23.6,110.8,0.0189,No significant risk,0.0231,No significant risk,0.0294,No significant risk,0.042,No significant risk
65.7,94.9,35.7,10.5,115.5,0.0085,No significant risk,0.0092,No significant risk,0.0102,No significant risk,0.0123,No significant risk
58.9,96.1,38.0,15.5,125.6,0.0213,No significant risk,0.0244,No significant risk,0.0291,No significant risk,0.0384,No significant risk
138.9,84.7,38.2,9.7,134.1,0.1733,Risk of tachycardia,0.2174,Risk of tachycardia,0.2835,Risk of tachycardia,0.4157,Risk of tachycardia
66.4,97.1,36.2,17.6,112.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
59.5,92.8,37.0,23.8,91.3,0.0138,No significant risk,0.0164,No significant risk,0.0205,No significant risk,0.0285,No significant risk
94.8,95.4,37.1,16.2,110.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.3,93.8,37.7,20.1,128.5,0.0139,No significant risk,0.0159,No significant risk,0.0189,No significant risk,0.025,No significant risk
67.1,88.0,36.2,28.7,106.7,0.0386,Risk of hypoxia,0.0456,Risk of hypoxia,0.0562,Risk of hypoxia,0.0772,Risk of hypoxia
107.3,94.4,35.7,17.2,107.5,0.0295,No significant risk,0.0367,No significant risk,0.0473,No significant risk,0.0687,No significant risk
111.8,94.9,36.7,19.2,91.7,0.0288,No significant risk,0.0384,No significant risk,0.0527,No significant risk,0.0813,Risk of tachycardia
96.8,98.3,36.1,13.6,124.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
140.0,81.1,39.5,22.0,159.0,0.2911,Risk of tachycardia,0.345,Risk of tachycardia,0.4259,Risk of tachycardia,0.5876,Risk of tachycardia
58.0,97.8,35.8,13.6,137.9,0.0128,No significant risk,0.0154,No significant risk,0.0192,No significant risk,0.0268,No significant risk
104.5,95.1,36.4,22.9,87.4,0.0196,Risk of hypotension,0.0231,Risk of hypotension,0.0285,Risk of hypotension,0.0393,Risk of hypotension
63.9,92.8,34.0,22.8,184.9,0.1769,Risk of hypothermia,0.1831,Risk of hypothermia,0.1924,Risk of hypothermia,0.2111,Risk of hypothermia
98.5,96.8,37.3,23.0,114.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.9,96.2,36.3,16.5,99.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.4,99.2,36.8,14.9,134.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.2,98.1,36.3,17.4,128.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.0,92.9,36.2,11.3,98.7,0.0259,No significant risk,0.0328,No significant risk,0.0432,No significant risk,0.0639,No significant risk
96.7,95.4,36.6,16.3,134.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
129.2,95.4,38.5,33.9,160.5,0.1569,Risk of tachycardia,0.1843,Risk of tachycardia,0.2253,Risk of tachycardia,0.3075,Risk of tachycardia
76.1,98.2,36.5,14.2,118.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
39.4,91.2,38.1,34.0,190.6,0.2473,Risk of bradycardia,0.2754,Risk of bradycardia,0.3175,Risk of bradycardia,0.4017,Risk of bradycardia
100.1,79.3,36.8,28.2,185.9,0.2013,Risk of hypoxia,0.2171,Risk of hypoxia,0.2407,Risk of hypoxia,0.288,Risk of hypoxia
59.4,87.6,35.3,6.3,92.0,0.0606,Risk of hypoxia,0.07,Risk of hypoxia,0.084,Risk of hypoxia,0.1122,Risk of hypoxia
93.7,96.3,36.4,19.7,109.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
71.4,95.6,36.2,12.6,119.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.4,99.3,36.6,19.3,114.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.8,92.4,35.7,19.1,116.7,0.0213,No significant risk,0.0244,No significant risk,0.0291,No significant risk,0.0384,Risk of hypoxia
149.5,83.2,37.2,20.5,197.5,0.3278,Risk of tachycardia,0.3793,Risk of tachycardia,0.4565,Risk of tachycardia,0.6109,Risk of tachycardia
149.0,80.3,38.4,13.7,93.2,0.2302,Risk of tachycardia,0.2877,Risk of tachycardia,0.3739,Risk of tachycardia,0.5463,Risk of tachycardia
37.4,95.3,34.0,29.8,102.2,0.1382,Risk of bradycardia,0.1662,Risk of bradycardia,0.2082,Risk of bradycardia,0.2922,Risk of bradycardia
64.1,95.5,36.4,19.2,86.0,0.0133,Risk of hypotension,0.0133,Risk of hypotension,0.0133,Risk of hypotension,0.0133,Risk of hypotension
64.0,97.1,37.0,19.1,102.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.9,93.7,36.5,17.3,93.8,0.007,No significant risk,0.0082,No significant risk,0.0101,No significant risk,0.0139,No significant risk
66.1,98.1,36.2,13.5,106.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.7,99.6,36.1,17.2,109.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.3,93.3,37.6,16.9,138.5,0.0133,No significant risk,0.0154,No significant risk,0.0186,No significant risk,0.025,No significant risk
114.0,96.6,37.9,17.2,115.8,0.0483,No significant risk,0.0611,No significant risk,0.0804,Risk of tachycardia,0.119,Risk of tachycardia
145.0,95.2,35.3,29.2,93.4,0.127,Risk of tachycardia,0.1645,Risk of tachycardia,0.2207,Risk of tachycardia,0.3332,Risk of tachycardia
61.7,94.1,37.8,12.0,126.1,0.0166,No significant risk,0.0189,No significant risk,0.0222,No significant risk,0.0289,No significant risk
57.8,94.0,36.9,12.6,137.0,0.0141,No significant risk,0.0174,No significant risk,0.0224,No significant risk,0.0324,No significant risk
61.8,78.9,36.2,27.7,103.0,0.0884,Risk of hypoxia,0.1045,Risk of hypoxia,0.1286,Risk of hypoxia,0.1768,Risk of hypoxia
81.6,99.8,36.5,15.4,138.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
96.7,95.4,37.9,19.6,143.2,0.0234,Risk of hypertension,0.0251,Risk of hypertension,0.0277,Risk of hypertension,0.033,Risk of hypertension
97.8,93.7,36.3,21.0,104.3,0.0069,No significant risk,0.0082,No significant risk,0.0101,No significant risk,0.0138,No significant risk
66.2,96.9,35.8,21.6,124.2,0.0058,No significant risk,0.0063,No significant risk,0.0069,No significant risk,0.0083,No significant risk
81.7,96.4,36.5,14.8,93.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
38.9,88.9,35.6,24.7,113.1,0.1253,Risk of bradycardia,0.1547,Risk of bradycardia,0.1987,Risk of bradycardia,0.2868,Risk of bradycardia
97.4,96.1,35.8,19.2,103.2,0.0056,No significant risk,0.006,No significant risk,0.0067,No significant risk,0.008,No significant risk
76.6,97.2,36.6,17.6,105.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
53.9,96.1,36.9,14.9,130.8,0.0234,No significant risk,0.0299,No significant risk,0.0396,Risk of bradycardia,0.059,Risk of bradycardia
80.5,95.1,37.1,19.2,103.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
66.3,98.2,37.1,15.3,98.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
139.1,93.5,37.2,31.0,67.1,0.1784,Risk of tachycardia,0.2112,Risk of tachycardia,0.2603,Risk of tachycardia,0.3586,Risk of tachycardia
63.7,98.6,36.2,16.0,113.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.6,93.0,36.4,20.8,87.0,0.0367,Risk of hypotension,0.044,Risk of hypotension,0.0548,Risk of hypotension,0.0765,Risk of hypotension
103.1,97.6,37.7,14.5,123.1,0.0141,No significant risk,0.0173,No significant risk,0.0221,No significant risk,0.0318,No significant risk
70.3,95.5,36.4,19.0,107.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
78.2,94.8,37.9,14.1,125.8,0.0163,No significant risk,0.0183,No significant risk,0.0212,No significant risk,0.027,No significant risk
54.0,94.9,37.5,11.4,89.5,0.0264,Risk of hypotension,0.033,Risk of hypotension,0.043,Risk of bradycardia,0.0629,Risk of bradycardia
90.6,98.6,36.7,15.7,134.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
136.5,92.1,37.5,19.3,181.7,0.208,Risk of tachycardia,0.2401,Risk of tachycardia,0.2883,Risk of tachycardia,0.3846,Risk of tachycardia
38.0,76.1,39.7,14.0,182.9,0.3746,Risk of bradycardia,0.4259,Risk of bradycardia,0.5027,Risk of bradycardia,0.6565,Risk of bradycardia
57.7,92.5,35.9,13.5,116.8,0.0254,No significant risk,0.0305,No significant risk,0.0383,No significant risk,0.0537,Risk of hypoxia
158.3,84.3,36.6,21.1,137.8,0.1989,Risk of tachycardia,0.2563,Risk of tachycardia,0.3423,Risk of tachycardia,0.5145,Risk of tachycardia
50.6,92.0,35.7,11.4,130.8,0.0596,Risk of bradycardia,0.0731,Risk of bradycardia,0.0935,Risk of bradycardia,0.1341,Risk of bradycardia
95.8,99.6,37.2,19.5,103.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.4,96.8,37.7,21.9,113.2,0.0078,No significant risk,0.0087,No significant risk,0.01,No significant risk,0.0127,No significant risk
47.2,75.8,38.3,18.3,199.4,0.3307,Risk of bradycardia,0.3666,Risk of bradycardia,0.4204,Risk of bradycardia,0.5281,Risk of bradycardia
94.2,97.4,37.0,18.5,135.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.0,95.8,36.2,15.5,131.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.9,96.4,36.0,23.3,89.0,0.0129,Risk of hypotension,0.016,Risk of hypotension,0.0207,Risk of hypotension,0.03,Risk of hypotension
73.1,85.5,36.0,11.0,113.3,0.0534,Risk of hypoxia,0.0629,Risk of hypoxia,0.0773,Risk of hypoxia,0.1061,Risk of hypoxia
68.2,95.9,36.6,18.4,118.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
114.6,89.5,37.7,19.0,158.1,0.1166,Risk of hypoxia,0.1345,Risk of hypoxia,0.1613,Risk of tachycardia,0.2149,Risk of tachycardia
94.4,98.9,36.4,18.1,90.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.6,98.9,36.9,18.5,90.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
95.8,92.9,37.1,11.2,96.8,0.0114,No significant risk,0.0134,No significant risk,0.0165,No significant risk,0.0227,No significant risk
92.5,92.9,36.0,12.9,100.5,0.0126,No significant risk,0.0148,No significant risk,0.0181,No significant risk,0.0247,No significant risk
75.8,98.3,36.6,18.2,126.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.0,99.4,36.2,13.2,91.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
87.9,97.9,37.7,15.8,109.2,0.0077,No significant risk,0.0085,No significant risk,0.0099,No significant risk,0.0125,No significant risk
66.1,95.7,36.2,12.9,102.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
112.5,95.5,38.0,15.2,114.7,0.0466,No significant risk,0.0585,No significant risk,0.0763,No significant risk,0.1119,Risk of tachycardia
61.9,92.9,37.9,23.8,87.9,0.0315,Risk of hypotension,0.0351,Risk of hypotension,0.0405,Risk of hypotension,0.0513,Risk of hypotension
76.9,95.9,36.5,13.0,112.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.1,95.5,36.6,19.9,106.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
140.4,95.0,38.5,25.1,180.6,0.235,Risk of tachycardia,0.2715,Risk of tachycardia,0.3261,Risk of tachycardia,0.4355,Risk of tachycardia
78.5,99.9,36.9,19.7,129.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
123.3,91.0,36.7,32.8,176.4,0.1691,Risk of hypertension,0.1918,Risk of tachycardia,0.2258,Risk of tachycardia,0.2938,Risk of tachycardia
119.1,81.4,33.2,33.1,144.1,0.2026,Risk of hypoxia,0.237,Risk of tachycardia,0.2886,Risk of tachycardia,0.3918,Risk of tachycardia
66.0,99.1,37.0,18.5,122.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.8,92.1,37.6,11.2,126.0,0.0192,No significant risk,0.0225,No significant risk,0.0274,No significant risk,0.0373,Risk of hypoxia
84.2,97.6,35.6,20.8,88.4,0.0163,Risk of hypotension,0.0172,Risk of hypotension,0.0184,Risk of hypotension,0.021,Risk of hypotension
77.2,95.3,37.0,16.2,91.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.5,99.0,36.6,16.4,130.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
64.6,95.7,37.1,20.3,125.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
